"주차장코드","주차장명","주소","주차장 종류","주차장 종류명","운영구분","운영구분명","전화번호","주차현황 정보 제공여부","주차현황 정보 제공여부명","주차 면(주차 가능 차량 수)","현재 주차중인 대수","현재 주차 차량 업데이트 시간","유무료구분","유무료구분명","야간무료개방여부","야간무료개방여부명","평일 운영 시작시각(HHMM)","평일 운영 종료시각(HHMM)","주말 운영 시작시각(HHMM)","주말 운영 종료시각(HHMM)","공휴일 운영 시작시각(HHMM)","공휴일 운영 종료시각(HHMM)","최종데이터 동기화 시간","토요일 유,무료 구분","토요일 유,무료 구분명","공휴일 유,무료 구분","공휴일 유,무료 구분명","월 정기권 금액","노상 주차장 관리그룹번호","기본 주차 요금","기본 주차 시간(분 단위)","추가 단위 요금","추가 단위 시간(분 단위)","버스 기본 주차 요금","버스 기본 주차 시간(분 단위)","버스 추가 단위 시간(분 단위)","버스 추가 단위 요금","일 최대 요금","주차장 위치 좌표 위도","주차장 위치 좌표 경도","배정코드","배정코드명"
"1507046","당인 유료 주차장(구)","마포구 합정동 362-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","47","0","","Y","유료","N","야간 미개방","1100","2100","0000","0000","0000","0000","2019-06-10 10:33:51","Y","유료","Y","유료","120000","1144012200001","300","5","300","5","0","0","0","0","0","37.54693279","126.91801624","PIS02","미배정미점유"
"1507046","당인 유료 주차장(구)","마포구 합정동 362-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","47","0","","Y","유료","N","야간 미개방","1100","2100","0000","0000","0000","0000","2019-06-10 10:33:51","Y","유료","Y","유료","120000","1144012200001","300","5","300","5","0","0","0","0","0","37.54763604","126.91818742","PIS02","미배정미점유"
"1507046","당인 유료 주차장(구)","마포구 합정동 362-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","47","0","","Y","유료","N","야간 미개방","1100","2100","0000","0000","0000","0000","2019-06-10 10:33:51","Y","유료","Y","유료","120000","1144012200001","300","5","300","5","0","0","0","0","0","37.54639496","126.91762716","PIS02","미배정미점유"
"1507046","당인 유료 주차장(구)","마포구 합정동 362-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","47","0","","Y","유료","N","야간 미개방","1100","2100","0000","0000","0000","0000","2019-06-10 10:33:51","Y","유료","Y","유료","120000","1144012200001","300","5","300","5","0","0","0","0","0","37.54745485","126.91810788","PIS02","미배정미점유"
"1507046","당인 유료 주차장(구)","마포구 합정동 362-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","47","0","","Y","유료","N","야간 미개방","1100","2100","0000","0000","0000","0000","2019-06-10 10:33:51","Y","유료","Y","유료","120000","1144012200001","300","5","300","5","0","0","0","0","0","37.54693362","126.9178767","PIS02","미배정미점유"
"1507046","당인 유료 주차장(구)","마포구 합정동 362-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","47","0","","Y","유료","N","야간 미개방","1100","2100","0000","0000","0000","0000","2019-06-10 10:33:51","Y","유료","Y","유료","120000","1144012200001","300","5","300","5","0","0","0","0","0","37.54735879","126.91806159","PIS02","미배정미점유"
"1507046","당인 유료 주차장(구)","마포구 합정동 362-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","47","0","","Y","유료","N","야간 미개방","1100","2100","0000","0000","0000","0000","2019-06-10 10:33:51","Y","유료","Y","유료","120000","1144012200001","300","5","300","5","0","0","0","0","0","37.5457705","126.91748462","PIS02","미배정미점유"
"1507046","당인 유료 주차장(구)","마포구 합정동 362-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","47","0","","Y","유료","N","야간 미개방","1100","2100","0000","0000","0000","0000","2019-06-10 10:33:51","Y","유료","Y","유료","120000","1144012200001","300","5","300","5","0","0","0","0","0","37.54568666","126.91744958","PIS02","미배정미점유"
"1507046","당인 유료 주차장(구)","마포구 합정동 362-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","47","0","","Y","유료","N","야간 미개방","1100","2100","0000","0000","0000","0000","2019-06-10 10:33:51","Y","유료","Y","유료","120000","1144012200001","300","5","300","5","0","0","0","0","0","37.54760925","126.91830893","PIS02","미배정미점유"
"1507046","당인 유료 주차장(구)","마포구 합정동 362-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","47","0","","Y","유료","N","야간 미개방","1100","2100","0000","0000","0000","0000","2019-06-10 10:33:51","Y","유료","Y","유료","120000","1144012200001","300","5","300","5","0","0","0","0","0","37.5461663","126.91766499","PIS02","미배정미점유"
"1507046","당인 유료 주차장(구)","마포구 합정동 362-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","47","0","","Y","유료","N","야간 미개방","1100","2100","0000","0000","0000","0000","2019-06-10 10:33:51","Y","유료","Y","유료","120000","1144012200001","300","5","300","5","0","0","0","0","0","37.54572893","126.91746695","PIS02","미배정미점유"
"1507046","당인 유료 주차장(구)","마포구 합정동 362-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","47","0","","Y","유료","N","야간 미개방","1100","2100","0000","0000","0000","0000","2019-06-10 10:33:51","Y","유료","Y","유료","120000","1144012200001","300","5","300","5","0","0","0","0","0","37.54659161","126.91771936","PIS02","미배정미점유"
"1507046","당인 유료 주차장(구)","마포구 합정동 362-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","47","0","","Y","유료","N","야간 미개방","1100","2100","0000","0000","0000","0000","2019-06-10 10:33:51","Y","유료","Y","유료","120000","1144012200001","300","5","300","5","0","0","0","0","0","37.54650262","126.91767655","PIS02","미배정미점유"
"1507046","당인 유료 주차장(구)","마포구 합정동 362-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","47","0","","Y","유료","N","야간 미개방","1100","2100","0000","0000","0000","0000","2019-06-10 10:33:51","Y","유료","Y","유료","120000","1144012200001","300","5","300","5","0","0","0","0","0","37.54646105","126.91765888","PIS02","미배정미점유"
"1507046","당인 유료 주차장(구)","마포구 합정동 362-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","47","0","","Y","유료","N","야간 미개방","1100","2100","0000","0000","0000","0000","2019-06-10 10:33:51","Y","유료","Y","유료","120000","1144012200001","300","5","300","5","0","0","0","0","0","37.54609463","126.91749036","PIS02","미배정미점유"
"1507046","당인 유료 주차장(구)","마포구 합정동 362-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","47","0","","Y","유료","N","야간 미개방","1100","2100","0000","0000","0000","0000","2019-06-10 10:33:51","Y","유료","Y","유료","120000","1144012200001","300","5","300","5","0","0","0","0","0","37.54749691","126.91812502","PIS02","미배정미점유"
"1507046","당인 유료 주차장(구)","마포구 합정동 362-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","47","0","","Y","유료","N","야간 미개방","1100","2100","0000","0000","0000","0000","2019-06-10 10:33:51","Y","유료","Y","유료","120000","1144012200001","300","5","300","5","0","0","0","0","0","37.54718457","126.91798559","PIS02","미배정미점유"
"1507046","당인 유료 주차장(구)","마포구 합정동 362-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","47","0","","Y","유료","N","야간 미개방","1100","2100","0000","0000","0000","0000","2019-06-10 10:33:51","Y","유료","Y","유료","120000","1144012200001","300","5","300","5","0","0","0","0","0","37.54635339","126.91760948","PIS02","미배정미점유"
"1507046","당인 유료 주차장(구)","마포구 합정동 362-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","47","0","","Y","유료","N","야간 미개방","1100","2100","0000","0000","0000","0000","2019-06-10 10:33:51","Y","유료","Y","유료","120000","1144012200001","300","5","300","5","0","0","0","0","0","37.54603856","126.91760891","PIS02","미배정미점유"
"1507046","당인 유료 주차장(구)","마포구 합정동 362-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","47","0","","Y","유료","N","야간 미개방","1100","2100","0000","0000","0000","0000","2019-06-10 10:33:51","Y","유료","Y","유료","120000","1144012200001","300","5","300","5","0","0","0","0","0","37.54564509","126.91743191","PIS02","미배정미점유"
"1507046","당인 유료 주차장(구)","마포구 합정동 362-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","47","0","","Y","유료","N","야간 미개방","1100","2100","0000","0000","0000","0000","2019-06-10 10:33:51","Y","유료","Y","유료","120000","1144012200001","300","5","300","5","0","0","0","0","0","37.54748218","126.91825263","PIS02","미배정미점유"
"1507046","당인 유료 주차장(구)","마포구 합정동 362-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","47","0","","Y","유료","N","야간 미개방","1100","2100","0000","0000","0000","0000","2019-06-10 10:33:51","Y","유료","Y","유료","120000","1144012200001","300","5","300","5","0","0","0","0","0","37.54765201","126.91832634","PIS02","미배정미점유"
"1507046","당인 유료 주차장(구)","마포구 합정동 362-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","47","0","","Y","유료","N","야간 미개방","1100","2100","0000","0000","0000","0000","2019-06-10 10:33:51","Y","유료","Y","유료","120000","1144012200001","300","5","300","5","0","0","0","0","0","37.54697519","126.91789438","PIS02","미배정미점유"
"1507046","당인 유료 주차장(구)","마포구 합정동 362-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","47","0","","Y","유료","N","야간 미개방","1100","2100","0000","0000","0000","0000","2019-06-10 10:33:51","Y","유료","Y","유료","120000","1144012200001","300","5","300","5","0","0","0","0","0","37.54623329","126.91755072","PIS02","미배정미점유"
"1507046","당인 유료 주차장(구)","마포구 합정동 362-1","NS","노상 주차장","1","시간제 주차장","","0","미연계중","47","0","","Y","유료","N","야간 미개방","1100","2100","0000","0000","0000","0000","2019-06-10 10:33:51","Y","유료","Y","유료","120000","1144012200001","300","5","300","5","0","0","0","0","0","37.54731513","126.91804321","PIS02","미배정미점유"
"1509174","그린빌딩옆 노상 공영주차장(구)","중구 남대문로5가 267-0 0","NS","노상 주차장","1","시간제 주차장","02)2280-8365","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","33","17","2019-10-12 19:40:03","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:36:49","N","무료","Y","유료","180000","1114011800006","250","5","250","5","0","0","0","0","0","37.55696215","126.97624809","PIS02","미배정미점유"
"1509174","그린빌딩옆 노상 공영주차장(구)","중구 남대문로5가 267-0 0","NS","노상 주차장","1","시간제 주차장","02)2280-8365","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","33","17","2019-10-12 19:40:03","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:36:49","N","무료","Y","유료","180000","1114011800006","250","5","250","5","0","0","0","0","0","37.5561915","126.97660825","PIS02","미배정미점유"
"1509174","그린빌딩옆 노상 공영주차장(구)","중구 남대문로5가 267-0 0","NS","노상 주차장","1","시간제 주차장","02)2280-8365","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","33","17","2019-10-12 19:40:03","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:36:49","N","무료","Y","유료","180000","1114011800006","250","5","250","5","0","0","0","0","0","37.55637294","126.97650236","PIS01","노상.점유중"
"1509174","그린빌딩옆 노상 공영주차장(구)","중구 남대문로5가 267-0 0","NS","노상 주차장","1","시간제 주차장","02)2280-8365","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","33","17","2019-10-12 19:40:03","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:36:49","N","무료","Y","유료","180000","1114011800006","250","5","250","5","0","0","0","0","0","37.55635094","126.97651823","PIS02","미배정미점유"
"1509174","그린빌딩옆 노상 공영주차장(구)","중구 남대문로5가 267-0 0","NS","노상 주차장","1","시간제 주차장","02)2280-8365","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","33","17","2019-10-12 19:40:03","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:36:49","N","무료","Y","유료","180000","1114011800006","250","5","250","5","0","0","0","0","0","37.55632865","126.97653438","PIS01","노상.점유중"
"1509174","그린빌딩옆 노상 공영주차장(구)","중구 남대문로5가 267-0 0","NS","노상 주차장","1","시간제 주차장","02)2280-8365","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","33","17","2019-10-12 19:40:03","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:36:49","N","무료","Y","유료","180000","1114011800006","250","5","250","5","0","0","0","0","0","37.55691086","126.97624762","PIS01","노상.점유중"
"1509174","그린빌딩옆 노상 공영주차장(구)","중구 남대문로5가 267-0 0","NS","노상 주차장","1","시간제 주차장","02)2280-8365","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","33","17","2019-10-12 19:40:03","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:36:49","N","무료","Y","유료","180000","1114011800006","250","5","250","5","0","0","0","0","0","37.55685975","126.97624751","PIS02","미배정미점유"
"1509174","그린빌딩옆 노상 공영주차장(구)","중구 남대문로5가 267-0 0","NS","노상 주차장","1","시간제 주차장","02)2280-8365","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","33","17","2019-10-12 19:40:03","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:36:49","N","무료","Y","유료","180000","1114011800006","250","5","250","5","0","0","0","0","0","37.55680785","126.97624908","PIS02","미배정미점유"
"1509174","그린빌딩옆 노상 공영주차장(구)","중구 남대문로5가 267-0 0","NS","노상 주차장","1","시간제 주차장","02)2280-8365","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","33","17","2019-10-12 19:40:03","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:36:49","N","무료","Y","유료","180000","1114011800006","250","5","250","5","0","0","0","0","0","37.55675538","126.97625773","PIS02","미배정미점유"
"1509174","그린빌딩옆 노상 공영주차장(구)","중구 남대문로5가 267-0 0","NS","노상 주차장","1","시간제 주차장","02)2280-8365","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","33","17","2019-10-12 19:40:03","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:36:49","N","무료","Y","유료","180000","1114011800006","250","5","250","5","0","0","0","0","0","37.55630211","126.97655021","PIS01","노상.점유중"
"1509174","그린빌딩옆 노상 공영주차장(구)","중구 남대문로5가 267-0 0","NS","노상 주차장","1","시간제 주차장","02)2280-8365","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","33","17","2019-10-12 19:40:03","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:36:49","N","무료","Y","유료","180000","1114011800006","250","5","250","5","0","0","0","0","0","37.55627887","126.97656319","PIS01","노상.점유중"
"1509174","그린빌딩옆 노상 공영주차장(구)","중구 남대문로5가 267-0 0","NS","노상 주차장","1","시간제 주차장","02)2280-8365","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","33","17","2019-10-12 19:40:03","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:36:49","N","무료","Y","유료","180000","1114011800006","250","5","250","5","0","0","0","0","0","37.55670496","126.9762763","PIS01","노상.점유중"
"1509174","그린빌딩옆 노상 공영주차장(구)","중구 남대문로5가 267-0 0","NS","노상 주차장","1","시간제 주차장","02)2280-8365","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","33","17","2019-10-12 19:40:03","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:36:49","N","무료","Y","유료","180000","1114011800006","250","5","250","5","0","0","0","0","0","37.55656639","126.97637225","PIS01","노상.점유중"
"1509174","그린빌딩옆 노상 공영주차장(구)","중구 남대문로5가 267-0 0","NS","노상 주차장","1","시간제 주차장","02)2280-8365","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","33","17","2019-10-12 19:40:03","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:36:49","N","무료","Y","유료","180000","1114011800006","250","5","250","5","0","0","0","0","0","37.55614479","126.97663372","PIS02","미배정미점유"
"1509174","그린빌딩옆 노상 공영주차장(구)","중구 남대문로5가 267-0 0","NS","노상 주차장","1","시간제 주차장","02)2280-8365","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","33","17","2019-10-12 19:40:03","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:36:49","N","무료","Y","유료","180000","1114011800006","250","5","250","5","0","0","0","0","0","37.556098","126.97665923","PIS01","노상.점유중"
"1509174","그린빌딩옆 노상 공영주차장(구)","중구 남대문로5가 267-0 0","NS","노상 주차장","1","시간제 주차장","02)2280-8365","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","33","17","2019-10-12 19:40:03","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:36:49","N","무료","Y","유료","180000","1114011800006","250","5","250","5","0","0","0","0","0","37.55605103","126.97668454","PIS01","노상.점유중"
"1509174","그린빌딩옆 노상 공영주차장(구)","중구 남대문로5가 267-0 0","NS","노상 주차장","1","시간제 주차장","02)2280-8365","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","33","17","2019-10-12 19:40:03","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:36:49","N","무료","Y","유료","180000","1114011800006","250","5","250","5","0","0","0","0","0","37.55600431","126.97671","PIS01","노상.점유중"
"1509174","그린빌딩옆 노상 공영주차장(구)","중구 남대문로5가 267-0 0","NS","노상 주차장","1","시간제 주차장","02)2280-8365","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","33","17","2019-10-12 19:40:03","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:36:49","N","무료","Y","유료","180000","1114011800006","250","5","250","5","0","0","0","0","0","37.55595747","126.97673561","PIS01","노상.점유중"
"1509174","그린빌딩옆 노상 공영주차장(구)","중구 남대문로5가 267-0 0","NS","노상 주차장","1","시간제 주차장","02)2280-8365","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","33","17","2019-10-12 19:40:03","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:36:49","N","무료","Y","유료","180000","1114011800006","250","5","250","5","0","0","0","0","0","37.55652384","126.97640947","PIS02","미배정미점유"
"1509174","그린빌딩옆 노상 공영주차장(구)","중구 남대문로5가 267-0 0","NS","노상 주차장","1","시간제 주차장","02)2280-8365","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","33","17","2019-10-12 19:40:03","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:36:49","N","무료","Y","유료","180000","1114011800006","250","5","250","5","0","0","0","0","0","37.55643957","126.97645384","PIS01","노상.점유중"
"1509174","그린빌딩옆 노상 공영주차장(구)","중구 남대문로5가 267-0 0","NS","노상 주차장","1","시간제 주차장","02)2280-8365","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","33","17","2019-10-12 19:40:03","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:36:49","N","무료","Y","유료","180000","1114011800006","250","5","250","5","0","0","0","0","0","37.55641716","126.97647061","PIS02","미배정미점유"
"1509174","그린빌딩옆 노상 공영주차장(구)","중구 남대문로5가 267-0 0","NS","노상 주차장","1","시간제 주차장","02)2280-8365","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","33","17","2019-10-12 19:40:03","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:36:49","N","무료","Y","유료","180000","1114011800006","250","5","250","5","0","0","0","0","0","37.55639497","126.9764864","PIS01","노상.점유중"
"1509174","그린빌딩옆 노상 공영주차장(구)","중구 남대문로5가 267-0 0","NS","노상 주차장","1","시간제 주차장","02)2280-8365","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","33","17","2019-10-12 19:40:03","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:36:49","N","무료","Y","유료","180000","1114011800006","250","5","250","5","0","0","0","0","0","37.55726871","126.97625059","PIS01","노상.점유중"
"1509174","그린빌딩옆 노상 공영주차장(구)","중구 남대문로5가 267-0 0","NS","노상 주차장","1","시간제 주차장","02)2280-8365","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","33","17","2019-10-12 19:40:03","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:36:49","N","무료","Y","유료","180000","1114011800006","250","5","250","5","0","0","0","0","0","37.55721766","126.97625002","PIS02","미배정미점유"
"1509174","그린빌딩옆 노상 공영주차장(구)","중구 남대문로5가 267-0 0","NS","노상 주차장","1","시간제 주차장","02)2280-8365","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","33","17","2019-10-12 19:40:03","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:36:49","N","무료","Y","유료","180000","1114011800006","250","5","250","5","0","0","0","0","0","37.55625555","126.97657643","PIS01","노상.점유중"
"1509174","그린빌딩옆 노상 공영주차장(구)","중구 남대문로5가 267-0 0","NS","노상 주차장","1","시간제 주차장","02)2280-8365","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","33","17","2019-10-12 19:40:03","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:36:49","N","무료","Y","유료","180000","1114011800006","250","5","250","5","0","0","0","0","0","37.55716671","126.97625004","PIS02","미배정미점유"
"1509174","그린빌딩옆 노상 공영주차장(구)","중구 남대문로5가 267-0 0","NS","노상 주차장","1","시간제 주차장","02)2280-8365","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","33","17","2019-10-12 19:40:03","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:36:49","N","무료","Y","유료","180000","1114011800006","250","5","250","5","0","0","0","0","0","37.55711566","126.97624961","PIS02","미배정미점유"
"1509174","그린빌딩옆 노상 공영주차장(구)","중구 남대문로5가 267-0 0","NS","노상 주차장","1","시간제 주차장","02)2280-8365","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","33","17","2019-10-12 19:40:03","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:36:49","N","무료","Y","유료","180000","1114011800006","250","5","250","5","0","0","0","0","0","37.55706459","126.97624909","PIS02","미배정미점유"
"1509174","그린빌딩옆 노상 공영주차장(구)","중구 남대문로5가 267-0 0","NS","노상 주차장","1","시간제 주차장","02)2280-8365","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","33","17","2019-10-12 19:40:03","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:36:49","N","무료","Y","유료","180000","1114011800006","250","5","250","5","0","0","0","0","0","37.55701355","126.97624862","PIS02","미배정미점유"
"1509174","그린빌딩옆 노상 공영주차장(구)","중구 남대문로5가 267-0 0","NS","노상 주차장","1","시간제 주차장","02)2280-8365","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","33","17","2019-10-12 19:40:03","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:36:49","N","무료","Y","유료","180000","1114011800006","250","5","250","5","0","0","0","0","0","37.55665669","126.97630165","PIS01","노상.점유중"
"1509174","그린빌딩옆 노상 공영주차장(구)","중구 남대문로5가 267-0 0","NS","노상 주차장","1","시간제 주차장","02)2280-8365","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","33","17","2019-10-12 19:40:03","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:36:49","N","무료","Y","유료","180000","1114011800006","250","5","250","5","0","0","0","0","0","37.5566092","126.97633555","PIS02","미배정미점유"
"1509174","그린빌딩옆 노상 공영주차장(구)","중구 남대문로5가 267-0 0","NS","노상 주차장","1","시간제 주차장","02)2280-8365","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","33","17","2019-10-12 19:40:03","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:36:49","N","무료","Y","유료","180000","1114011800006","250","5","250","5","0","0","0","0","0","37.5564801","126.97644495","PIS02","미배정미점유"
"1509174","그린빌딩옆 노상 공영주차장(구)","중구 남대문로5가 267-0 0","NS","노상 주차장","1","시간제 주차장","02)2280-8365","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","33","17","2019-10-12 19:40:03","Y","유료","N","야간 미개방","0800","2200","0900","2200","0000","0000","2019-06-10 10:36:49","N","무료","Y","유료","180000","1114011800006","250","5","250","5","0","0","0","0","0","37.55622863","126.97658964","PIS01","노상.점유중"
"1509339","돈화문로 노상 공영주차장(시)","중구 을지로3가 296-24 0","NS","노상 주차장","1","시간제 주차장","02-2272-8821","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","50","21","2019-10-12 19:35:15","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:38:29","N","무료","Y","유료","0","1114015500212","500","5","650","5","0","0","0","0","0","37.56170009","126.99327477","PIS01","노상.점유중"
"1509339","돈화문로 노상 공영주차장(시)","중구 을지로3가 296-24 0","NS","노상 주차장","1","시간제 주차장","02-2272-8821","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","50","21","2019-10-12 19:35:15","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:38:29","N","무료","Y","유료","0","1114015500212","500","5","650","5","0","0","0","0","0","37.56465348","126.99291285","PIS01","노상.점유중"
"1509339","돈화문로 노상 공영주차장(시)","중구 을지로3가 296-24 0","NS","노상 주차장","1","시간제 주차장","02-2272-8821","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","50","21","2019-10-12 19:35:15","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:38:29","N","무료","Y","유료","0","1114015500212","500","5","650","5","0","0","0","0","0","37.56551243","126.99281892","PIS01","노상.점유중"
"1509339","돈화문로 노상 공영주차장(시)","중구 을지로3가 296-24 0","NS","노상 주차장","1","시간제 주차장","02-2272-8821","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","50","21","2019-10-12 19:35:15","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:38:29","N","무료","Y","유료","0","1114015500212","500","5","650","5","0","0","0","0","0","37.56230634","126.99319896","PIS01","노상.점유중"
"1509339","돈화문로 노상 공영주차장(시)","중구 을지로3가 296-24 0","NS","노상 주차장","1","시간제 주차장","02-2272-8821","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","50","21","2019-10-12 19:35:15","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:38:29","N","무료","Y","유료","0","1114015500212","500","5","650","5","0","0","0","0","0","37.56235986","126.99319184","PIS01","노상.점유중"
"1509339","돈화문로 노상 공영주차장(시)","중구 을지로3가 296-24 0","NS","노상 주차장","1","시간제 주차장","02-2272-8821","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","50","21","2019-10-12 19:35:15","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:38:29","N","무료","Y","유료","0","1114015500212","500","5","650","5","0","0","0","0","0","37.56241314","126.99318469","PIS01","노상.점유중"
"1509339","돈화문로 노상 공영주차장(시)","중구 을지로3가 296-24 0","NS","노상 주차장","1","시간제 주차장","02-2272-8821","1","현재~20분이내 연계데이터 존재(현재 주차대수 표현)","50","21","2019-10-12 19:35:15","Y","유료","N","야간 미개방","0900","1900","0900","1500","0000","0000","2019-06-10 10:38:29","N","무료","Y","유료","0","1114015500212","500","5","650","5","0","0","0","0","0","37.56296698","126.99312359","PIS02","미배정미점유"
